Frame #, object ID, x, y, width, height0, 1, 582, 469, 63, 46
33, 12, 882, 472, 90, 49
33, 15, 1173, 481, 69, 17
33, 1, 606, 469, 99, 67
33, 14, 984, 484, 198, 93
33, 3, 657, 490, 198, 140
33, 4, 120, 422, 177, 416
33, 5, 357, 454, 138, 299
34, 8, 510, 451, 39, 26
34, 2, 552, 472, 57, 49
34, 12, 885, 475, 96, 46
34, 1, 609, 469, 93, 70
34, 16, 1782, 490, 132, 55
34, 3, 660, 493, 207, 140
34, 14, 990, 484, 210, 99
34, 4, 135, 425, 168, 413
34, 5, 363, 451, 135, 296
34, 15, 1173, 478, 69, 17
35, 8, 510, 451, 39, 26
35, 2, 552, 472, 60, 46
35, 12, 891, 475, 99, 46
35, 1, 609, 469, 96, 70
35, 16, 1767, 495, 150, 52
35, 3, 663, 495, 210, 137
35, 14, 1005, 481, 213, 99
35, 4, 150, 425, 159, 419
35, 5, 363, 451, 135, 299
35, 15, 1173, 481, 69, 17
36, 8, 510, 451, 39, 26
36, 2, 552, 472, 63, 46
36, 1, 609, 472, 102, 70
36, 12, 906, 478, 90, 46
36, 16, 1752, 498, 165, 49
36, 3, 669, 495, 213, 143
36, 14, 1017, 484, 222, 99
36, 4, 168, 437, 144, 390
36, 5, 366, 454, 132, 293
36, 15, 1170, 481, 69, 17
37, 8, 507, 451, 39, 26
37, 2, 552, 469, 63, 49
37, 1, 609, 472, 96, 70
37, 12, 906, 478, 66, 44
37, 17, 939, 481, 72, 46
37, 14, 1029, 484, 231, 105
37, 18, 1452, 484, 108, 41
37, 16, 1740, 498, 177, 52
37, 3, 672, 495, 219, 149
37, 19, 90, 454, 120, 319
37, 4, 159, 425, 153, 407
37, 5, 366, 454, 132, 299
37, 15, 1170, 481, 69, 17
38, 8, 507, 451, 39, 26
38, 2, 552, 469, 63, 49
38, 1, 612, 472, 93, 70
38, 17, 951, 478, 75, 46
38, 14, 1044, 484, 240, 108
38, 18, 1446, 484, 102, 35
38, 16, 1725, 498, 189, 52
38, 3, 672, 495, 231, 155
38, 4, 171, 425, 147, 390
38, 19, 78, 446, 141, 352
38, 5, 372, 454, 126, 302
38, 12, 906, 478, 66, 44
39, 8, 507, 451, 39, 23
39, 2, 552, 472, 60, 49
39, 1, 612, 469, 96, 73
39, 17, 924, 478, 108, 49
39, 14, 1059, 484, 246, 114
39, 18, 1446, 484, 102, 38
39, 16, 1713, 498, 180, 49
39, 3, 678, 495, 240, 158
39, 4, 147, 425, 153, 390
39, 5, 372, 454, 123, 296
39, 12, 909, 478, 66, 44
39, 19, 84, 440, 141, 352
40, 8, 510, 451, 39, 23
40, 2, 552, 472, 60, 49
40, 1, 612, 466, 93, 73
40, 17, 933, 478, 102, 52
40, 14, 1080, 484, 258, 117
40, 16, 1701, 495, 180, 49
40, 3, 678, 495, 246, 167
40, 4, 141, 416, 156, 393
40, 5, 372, 454, 126, 293
40, 12, 912, 478, 66, 44
40, 18, 1446, 481, 102, 38
40, 19, 87, 440, 141, 352
41, 8, 510, 451, 39, 26
41, 2, 552, 472, 60, 49
41, 1, 612, 466, 96, 73
41, 17, 939, 481, 108, 52
41, 16, 1680, 495, 174, 49
41, 3, 684, 498, 255, 176
41, 14, 1089, 484, 279, 120
41, 20, 1791, 501, 126, 79
41, 4, 168, 413, 147, 405
41, 19, 105, 460, 126, 311
41, 5, 372, 454, 126, 293
41, 12, 912, 475, 66, 44
41, 18, 1446, 478, 102, 38
42, 2, 558, 469, 69, 55
42, 1, 624, 463, 126, 93
42, 21, 1608, 510, 306, 202
42, 22, 783, 507, 618, 463
42, 4, 210, 431, 147, 346
42, 5, 390, 457, 108, 258
42, 19, 90, 472, 108, 299
42, 3, 702, 495, 255, 176
42, 20, 1779, 504, 126, 79
42, 8, 507, 451, 39, 26
42, 14, 1095, 481, 279, 120
42, 16, 1686, 498, 174, 49
42, 17, 930, 475, 108, 52
42, 18, 1452, 472, 102, 38
43, 2, 561, 472, 66, 52
43, 1, 624, 463, 126, 96
43, 14, 1161, 484, 207, 90
43, 23, 1554, 495, 75, 32
43, 21, 1659, 513, 258, 193
43, 22, 810, 519, 648, 490
43, 4, 207, 428, 153, 337
43, 5, 390, 457, 111, 255
43, 19, 84, 472, 114, 308
43, 3, 702, 490, 255, 176
43, 20, 1785, 493, 126, 79
43, 8, 510, 451, 39, 26
43, 16, 1692, 495, 174, 49
43, 17, 933, 472, 108, 52
43, 18, 1455, 475, 102, 38
44, 2, 561, 472, 66, 52
44, 1, 624, 463, 129, 96
44, 24, 873, 475, 90, 46
44, 14, 1185, 484, 210, 93
44, 25, 1362, 478, 174, 64
44, 23, 1530, 493, 87, 35
44, 21, 1713, 513, 204, 202
44, 22, 828, 528, 756, 542
44, 4, 210, 434, 147, 334
44, 5, 390, 457, 108, 249
44, 19, 78, 463, 120, 319
44, 3, 714, 490, 255, 176
44, 20, 1788, 493, 126, 79
44, 8, 510, 451, 39, 26
44, 16, 1695, 498, 174, 49
44, 17, 930, 469, 108, 52
45, 26, 822, 472, 30, 14
45, 2, 564, 472, 66, 55
45, 1, 624, 463, 132, 96
45, 24, 876, 478, 93, 44
45, 14, 1197, 484, 231, 102
45, 25, 1374, 478, 141, 61
45, 23, 1494, 490, 114, 38
45, 21, 1770, 525, 150, 196
45, 4, 207, 440, 150, 319
45, 5, 390, 454, 108, 252
45, 19, 72, 493, 117, 287
45, 3, 744, 478, 255, 176
45, 8, 510, 451, 39, 26
45, 16, 1698, 501, 174, 49
45, 17, 930, 469, 108, 52
45, 22, 888, 528, 756, 542
46, 26, 819, 472, 24, 14
46, 27, 960, 460, 27, 14
46, 2, 564, 472, 66, 55
46, 1, 627, 463, 132, 99
46, 28, 828, 475, 27, 14
46, 24, 885, 478, 90, 44
46, 14, 1224, 484, 228, 102
46, 23, 1479, 490, 120, 41
46, 4, 222, 446, 138, 311
46, 5, 393, 454, 111, 255
46, 19, 129, 466, 147, 302
46, 21, 1782, 528, 138, 196
46, 22, 930, 534, 756, 542
46, 25, 1377, 472, 141, 61
47, 26, 816, 472, 24, 11
47, 2, 564, 472, 66, 58
47, 1, 624, 463, 138, 99
47, 24, 891, 478, 90, 44
47, 14, 1257, 481, 225, 96
47, 23, 1467, 487, 120, 44
47, 4, 234, 446, 132, 311
47, 5, 396, 454, 108, 252
47, 19, 168, 463, 114, 281
47, 27, 960, 460, 27, 14
47, 21, 1749, 525, 150, 196
47, 22, 1017, 493, 756, 542
47, 25, 1383, 472, 141, 61
47, 28, 825, 475, 27, 14
48, 26, 816, 469, 27, 14
48, 29, 846, 466, 30, 14
48, 2, 564, 472, 72, 58
48, 1, 627, 463, 138, 102
48, 24, 897, 478, 99, 46
48, 14, 1272, 490, 249, 96
48, 23, 1476, 490, 102, 41
48, 4, 237, 449, 126, 308
48, 30, 366, 466, 42, 126
48, 5, 396, 451, 108, 258
48, 19, 126, 466, 126, 287
48, 27, 960, 463, 27, 14
48, 21, 1743, 525, 150, 196
48, 22, 1077, 460, 756, 542
48, 25, 1383, 469, 141, 61
48, 28, 825, 475, 27, 14
49, 31, 510, 451, 36, 23
49, 26, 813, 469, 30, 14
49, 2, 567, 472, 66, 55
49, 1, 630, 463, 141, 102
49, 24, 903, 478, 99, 46
49, 14, 1272, 490, 282, 102
49, 4, 240, 451, 120, 308
49, 30, 372, 469, 39, 129
49, 5, 399, 454, 108, 255
49, 19, 87, 469, 120, 302
49, 29, 843, 463, 30, 14
49, 27, 960, 463, 27, 14
49, 23, 1473, 490, 102, 41
49, 21, 1743, 519, 150, 196
49, 25, 1380, 469, 141, 61
49, 28, 825, 475, 27, 14
50, 31, 510, 451, 36, 23
50, 26, 813, 466, 30, 14
50, 2, 567, 472, 66, 55
50, 1, 633, 463, 141, 102
50, 24, 909, 475, 108, 49
50, 4, 240, 451, 117, 302
50, 30, 372, 472, 42, 126
50, 5, 402, 454, 99, 255
50, 19, 90, 472, 123, 296
50, 29, 843, 463, 30, 14
50, 23, 1476, 493, 102, 41
50, 14, 1275, 478, 282, 102
50, 28, 822, 475, 27, 14
51, 2, 567, 469, 66, 61
51, 1, 630, 460, 144, 105
51, 24, 915, 478, 114, 52
51, 14, 1320, 490, 303, 90
51, 4, 240, 451, 117, 308
51, 30, 369, 469, 45, 143
51, 5, 402, 457, 99, 249
51, 29, 843, 460, 30, 14
51, 23, 1476, 498, 102, 41
51, 31, 507, 449, 36, 23
51, 26, 810, 466, 30, 14
51, 19, 108, 469, 123, 296
52, 26, 804, 466, 24, 14
52, 2, 567, 466, 72, 61
52, 1, 633, 460, 144, 108
52, 24, 924, 478, 114, 52
52, 32, 1239, 478, 165, 46
52, 14, 1353, 490, 297, 85
52, 4, 246, 454, 114, 287
52, 30, 366, 469, 51, 149
52, 5, 405, 457, 93, 249
52, 23, 1482, 487, 102, 41
52, 31, 507, 451, 36, 23
52, 19, 111, 466, 123, 296
53, 26, 804, 469, 27, 14
53, 2, 567, 469, 66, 61
53, 1, 630, 460, 147, 111
53, 24, 933, 481, 111, 49
53, 14, 1395, 495, 291, 82
53, 4, 249, 454, 108, 293
53, 30, 360, 472, 45, 137
53, 5, 396, 460, 102, 243
53, 19, 81, 475, 123, 308
53, 32, 1233, 475, 165, 46
53, 31, 510, 451, 36, 23
54, 31, 510, 451, 33, 20
54, 2, 567, 472, 66, 61
54, 1, 636, 460, 147, 111
54, 24, 942, 481, 117, 52
54, 32, 1215, 475, 156, 41
54, 14, 1422, 498, 324, 88
54, 4, 255, 457, 105, 284
54, 5, 399, 466, 99, 240
54, 19, 87, 472, 120, 296
54, 30, 360, 469, 45, 137
54, 26, 804, 466, 27, 14
55, 32, 1212, 475, 150, 38
55, 2, 570, 472, 69, 61
55, 1, 636, 460, 147, 111
55, 24, 948, 481, 114, 52
55, 33, 1383, 487, 111, 35
55, 14, 1470, 498, 324, 102
55, 4, 255, 454, 105, 284
55, 30, 366, 472, 54, 137
55, 5, 402, 460, 102, 246
55, 19, 84, 472, 120, 299
55, 31, 510, 451, 33, 20
55, 26, 804, 466, 27, 14
56, 2, 570, 472, 72, 58
56, 1, 636, 460, 150, 111
56, 24, 954, 481, 123, 55
56, 32, 1197, 475, 174, 44
56, 33, 1362, 487, 120, 38
56, 14, 1500, 498, 339, 114
56, 4, 255, 451, 108, 287
56, 30, 366, 472, 48, 135
56, 5, 402, 457, 102, 246
56, 31, 510, 449, 33, 20
56, 26, 804, 466, 27, 14
56, 19, 90, 466, 120, 299
57, 34, 834, 463, 24, 14
57, 32, 1182, 475, 150, 41
57, 2, 570, 472, 69, 61
57, 1, 639, 457, 153, 117
57, 24, 963, 481, 129, 55
57, 33, 1353, 484, 120, 35
57, 14, 1539, 501, 351, 129
57, 4, 261, 451, 102, 281
57, 5, 405, 457, 102, 240
57, 19, 81, 472, 120, 305
57, 30, 366, 469, 48, 135
57, 31, 510, 451, 33, 20
57, 26, 804, 469, 27, 14
58, 34, 834, 466, 24, 14
58, 32, 1185, 475, 141, 38
58, 35, 1272, 466, 183, 46
58, 2, 570, 469, 75, 61
58, 1, 642, 457, 150, 120
58, 36, 900, 466, 39, 20
58, 24, 975, 478, 135, 58
58, 33, 1353, 484, 114, 35
58, 14, 1578, 504, 339, 143
58, 4, 261, 454, 108, 275
58, 5, 405, 457, 105, 243
58, 19, 78, 472, 126, 305
58, 30, 366, 466, 48, 135
58, 31, 510, 449, 33, 20
59, 2, 573, 469, 69, 64
59, 1, 645, 460, 150, 120
59, 24, 981, 478, 144, 58
59, 32, 1182, 478, 135, 38
59, 33, 1347, 484, 114, 35
59, 14, 1620, 504, 297, 152
59, 4, 255, 454, 114, 278
59, 30, 366, 469, 48, 126
59, 5, 405, 454, 102, 234
59, 19, 78, 466, 132, 311
59, 34, 834, 463, 24, 14
59, 35, 1269, 463, 183, 46
59, 36, 900, 463, 39, 20
60, 33, 1335, 484, 117, 35
60, 2, 573, 472, 69, 61
60, 1, 642, 457, 156, 126
60, 24, 993, 478, 147, 64
60, 32, 1188, 481, 102, 29
60, 37, 1248, 481, 96, 29
60, 14, 1671, 510, 246, 137
60, 4, 258, 454, 111, 281
60, 5, 405, 454, 105, 234
60, 19, 81, 466, 132, 311
60, 34, 834, 463, 24, 14
60, 30, 366, 469, 48, 126
60, 35, 1266, 460, 183, 46
60, 36, 897, 463, 39, 20
61, 37, 1227, 481, 84, 29
61, 33, 1326, 484, 114, 35
61, 2, 570, 475, 69, 61
61, 1, 648, 457, 153, 126
61, 24, 1005, 478, 153, 64
61, 32, 1188, 478, 120, 35
61, 14, 1716, 513, 201, 140
61, 4, 267, 454, 105, 275
61, 38, 348, 469, 48, 120
61, 30, 372, 469, 48, 129
61, 5, 411, 457, 99, 231
61, 19, 84, 466, 126, 308
61, 34, 834, 463, 24, 14
61, 35, 1266, 460, 183, 46
61, 36, 897, 463, 39, 20
62, 32, 1185, 481, 111, 29
62, 37, 1221, 478, 87, 29
62, 33, 1314, 484, 117, 35
62, 2, 570, 472, 72, 61
62, 1, 648, 457, 156, 126
62, 24, 1017, 478, 150, 70
62, 14, 1764, 519, 150, 137
62, 4, 264, 451, 108, 278
62, 5, 411, 457, 96, 228
62, 30, 372, 472, 48, 126
62, 19, 78, 472, 126, 302
62, 34, 831, 463, 24, 14
62, 38, 348, 463, 48, 120
63, 34, 831, 466, 24, 14
63, 37, 1209, 481, 90, 29
63, 33, 1308, 481, 117, 38
63, 2, 573, 472, 75, 64
63, 1, 648, 457, 159, 129
63, 24, 1026, 478, 159, 70
63, 32, 1179, 478, 114, 35
63, 4, 267, 454, 105, 275
63, 30, 375, 472, 45, 123
63, 5, 411, 454, 96, 231
63, 19, 72, 460, 126, 319
63, 14, 1773, 516, 147, 137
63, 38, 351, 460, 48, 120
64, 39, 894, 466, 36, 20
64, 37, 1218, 478, 90, 32
64, 33, 1296, 481, 123, 35
64, 2, 573, 469, 75, 64
64, 1, 651, 460, 162, 129
64, 24, 1041, 478, 162, 73
64, 4, 270, 457, 102, 272
64, 38, 351, 466, 48, 120
64, 30, 378, 472, 42, 120
64, 5, 411, 454, 96, 234
64, 19, 75, 460, 123, 319
64, 32, 1185, 478, 114, 35
64, 34, 831, 463, 24, 14
64, 14, 1764, 507, 150, 137
65, 39, 891, 466, 36, 20
65, 37, 1200, 481, 87, 32
65, 33, 1290, 481, 120, 35
65, 2, 573, 472, 78, 64
65, 1, 651, 457, 171, 135
65, 24, 1050, 478, 168, 70
65, 40, 798, 487, 60, 55
65, 4, 270, 457, 102, 270
65, 38, 342, 466, 54, 135
65, 5, 414, 454, 93, 231
65, 30, 372, 472, 42, 126
65, 19, 72, 460, 123, 319
65, 32, 1188, 478, 114, 35
65, 34, 831, 463, 24, 14
65, 14, 1755, 504, 150, 137
66, 41, 510, 451, 36, 23
66, 33, 1278, 481, 126, 35
66, 2, 570, 475, 81, 61
66, 1, 654, 457, 171, 135
66, 24, 1065, 478, 174, 79
66, 4, 267, 457, 105, 270
66, 38, 348, 472, 48, 137
66, 5, 414, 457, 87, 228
66, 30, 375, 475, 42, 120
66, 19, 69, 460, 126, 319
66, 32, 1188, 478, 114, 35
66, 34, 831, 463, 24, 14
66, 14, 1749, 501, 150, 137
66, 37, 1206, 481, 87, 32
66, 39, 891, 463, 36, 20
66, 40, 801, 484, 60, 55
67, 41, 510, 451, 36, 23
67, 39, 888, 469, 36, 17
67, 33, 1275, 481, 123, 35
67, 2, 573, 472, 78, 64
67, 1, 654, 454, 177, 137
67, 40, 804, 481, 66, 64
67, 24, 1077, 478, 180, 82
67, 4, 267, 460, 99, 261
67, 38, 354, 472, 42, 120
67, 5, 417, 460, 84, 223
67, 30, 375, 475, 42, 120
67, 19, 72, 460, 123, 319
67, 32, 1188, 478, 114, 35
67, 34, 831, 463, 24, 14
67, 37, 1206, 478, 87, 32
68, 41, 510, 451, 36, 23
68, 33, 1275, 481, 111, 32
68, 2, 573, 472, 75, 64
68, 1, 654, 454, 180, 140
68, 40, 801, 478, 75, 70
68, 24, 1089, 478, 189, 85
68, 4, 267, 460, 102, 255
68, 30, 369, 475, 42, 120
68, 5, 417, 460, 87, 217
68, 19, 69, 463, 129, 319
68, 37, 1206, 478, 87, 32
68, 39, 888, 466, 36, 17
68, 38, 354, 469, 42, 120
69, 41, 510, 451, 36, 23
69, 42, 558, 460, 36, 26
69, 33, 1272, 481, 108, 35
69, 2, 576, 475, 78, 61
69, 1, 654, 454, 186, 143
69, 40, 810, 478, 72, 73
69, 24, 1101, 481, 198, 85
69, 4, 270, 460, 99, 258
69, 38, 354, 472, 48, 135
69, 30, 378, 478, 39, 114
69, 5, 417, 463, 84, 214
69, 19, 69, 457, 129, 325
69, 37, 1209, 478, 87, 32
69, 39, 888, 466, 36, 17
70, 41, 510, 454, 36, 20
70, 42, 558, 463, 36, 26
70, 2, 576, 475, 78, 61
70, 1, 654, 454, 189, 143
70, 40, 813, 478, 81, 73
70, 24, 1119, 481, 201, 88
70, 33, 1275, 481, 102, 41
70, 4, 270, 460, 99, 255
70, 38, 351, 472, 48, 120
70, 5, 420, 466, 81, 211
70, 30, 378, 478, 39, 114
70, 19, 60, 478, 135, 302
70, 39, 888, 466, 36, 17
71, 41, 510, 451, 36, 23
71, 42, 558, 463, 33, 26
71, 2, 576, 475, 78, 61
71, 1, 654, 454, 198, 146
71, 40, 819, 475, 84, 79
71, 43, 1083, 481, 126, 73
71, 24, 1140, 481, 204, 93
71, 4, 273, 460, 96, 249
71, 30, 375, 478, 42, 111
71, 5, 420, 466, 81, 208
71, 19, 66, 466, 132, 316
71, 33, 1272, 478, 102, 41
71, 39, 888, 466, 36, 17
71, 38, 351, 472, 48, 120
72, 41, 510, 454, 36, 20
72, 42, 552, 463, 36, 26
72, 44, 1062, 469, 87, 35
72, 2, 573, 475, 81, 64
72, 1, 657, 454, 198, 149
72, 40, 819, 466, 96, 85
72, 24, 1158, 478, 213, 93
72, 4, 273, 460, 96, 246
72, 38, 354, 472, 48, 120
72, 30, 381, 481, 39, 108
72, 5, 423, 466, 81, 205
72, 19, 69, 466, 126, 319
72, 45, 42, 548, 144, 228
72, 33, 1275, 478, 102, 41
72, 43, 1086, 469, 126, 73
73, 41, 510, 454, 33, 20
73, 42, 552, 463, 36, 26
73, 44, 1056, 472, 84, 29
73, 2, 573, 475, 81, 64
73, 1, 660, 454, 201, 155
73, 40, 828, 478, 93, 79
73, 24, 1176, 481, 213, 96
73, 46, 1638, 495, 240, 76
73, 4, 273, 457, 99, 249
73, 38, 342, 466, 54, 135
73, 30, 381, 478, 42, 111
73, 5, 423, 463, 84, 211
73, 19, 72, 469, 123, 314
73, 45, 36, 554, 144, 225
73, 33, 1275, 478, 102, 41
73, 43, 1089, 457, 126, 73
74, 41, 504, 454, 36, 23
74, 42, 561, 466, 39, 26
74, 47, 1179, 481, 81, 26
74, 33, 1263, 478, 144, 38
74, 2, 588, 475, 93, 73
74, 48, 924, 466, 249, 158
74, 1, 690, 437, 309, 237
74, 46, 1635, 495, 282, 152
74, 4, 297, 457, 84, 231
74, 30, 384, 481, 42, 114
74, 5, 435, 463, 75, 193
74, 19, 81, 463, 114, 316
